196,242,2.9161213563355144
186,302,2.8132064247471744
22,377,0.7447947650208209
244,51,1.4830458060678167
166,346,0.9577632361689471
298,474,3.6954193932183226
115,265,1.784651992861392
253,465,4.7703747769185005
305,451,2.5496728138013087
6,86,2.543723973825104
62,257,1.5443188578227245
286,1014,4.364069006543724
200,222,4.481856038072576
210,40,2.681142177275431
224,29,2.748958953004164
303,785,2.030933967876264
122,387,4.855443188578227
194,274,1.4622248661511006
291,1042,3.350981558596074
234,1184,1.1082688875669244
119,392,3.574657941701368
167,486,3.861392028554432
299,144,3.4229625223081497
291,118,1.3509815585960738
308,1,3.1124330755502676
95,546,1.4348602022605592
38,95,4.732302201070791
102,768,1.6638905413444378
63,277,3.8274836406900654
160,234,4.720404521118382
50,246,2.9494348602022606
301,98,3.4229625223081497
225,193,3.9274241522903033
290,88,3.700773349196907
97,194,2.8441403926234385
157,274,3.8851873884592503
181,1081,0.6139202855443189
278,603,4.941701368233194
276,796,-0.0678167757287329
7,32,3.0493753718024985
10,16,3.5395597858417607
284,304,3.9006543723973826
201,979,1.303985722784057
276,564,1.932183224271267
287,327,4.848304580606782
246,201,4.6603212373587155
242,1137,4.947055324211779
249,241,4.606781677572873
99,4,4.712671029149316
178,332,2.4021415823914336
251,100,3.8262938726948246
81,432,1.8863771564544913
260,322,3.942296252230815
25,181,4.812016656751934
59,196,4.105889351576443
72,679,1.6888756692444973
87,384,3.524092801903629
290,143,4.700773349196907
42,423,4.594289113622843
292,515,3.688280785246877
115,20,2.784651992861392
20,288,0.9113622843545509
201,219,3.303985722784057
13,526,1.8280785246876858
246,919,3.660321237358715
138,26,4.870315288518739
167,232,0.8613920285544319
60,427,4.4943486020226056
57,304,4.779298036882808
223,274,3.8108268887566923
189,512,3.5574063057703746
243,15,2.8245092207019633
92,1049,0.25104104699583585
246,416,2.660321237358715
194,165,3.4622248661511006
241,690,1.9530041641879834
178,248,3.4021415823914336
254,1444,2.711481261154075
293,5,2.3004164187983345
127,229,4.9434860202260555
225,237,4.927424152290303
299,229,2.4229625223081497
225,480,4.927424152290303
276,54,1.932183224271267
291,144,4.350981558596073
